benchmark,memory,pf_level,parameter_family,parameter_name,rank,config,simSeconds,baseline_simSeconds,speedup,pfIssued,pfUseful,pfUnused,accuracy,coverage,pfLate,pfTimely,run_name
spmv,ddr4_2x,l1d,epoch,epoch_cycles,2,epoch128k,0.006298,0.009039,1.4352175293744047,3405061.0,134927.0,2015680.0,0.039625,0.080957,1181582.0,2223479.0,spmv_ampm_epoch128k_l1d_ddr4_2x
spmv,ddr4_2x,l1d,hz,hot_zone_size,1,hz256,0.007391,0.009039,1.2229738871600595,1144861.0,57626.0,23529.0,0.050334,0.036618,949643.0,195218.0,spmv_ampm_hz256_l1d_ddr4_2x
spmv,ddr4_2x,l1d,hz,hot_zone_size,2,hz512,0.007758,0.009039,1.1651198762567672,531826.0,58788.0,25190.0,0.11054,0.035406,420583.0,111243.0,spmv_ampm_hz512_l1d_ddr4_2x
spmv,ddr4_2x,l1d,ls,limit_stride,1,ls4,0.006287,0.009039,1.4377286464132337,3314504.0,221488.0,2370849.0,0.066824,0.127734,709947.0,2604557.0,spmv_ampm_ls4_l1d_ddr4_2x
spmv,ddr4_2x,l1d,ls,limit_stride,2,ls16,0.006297,0.009039,1.4354454502143879,3441657.0,135239.0,2025466.0,0.039295,0.081104,1208705.0,2232952.0,spmv_ampm_ls16_l1d_ddr4_2x
spmv,ddr4_2x,l1d,sd,start_degree,1,sd16,0.006299,0.009039,1.4349896809017304,3428884.0,134777.0,2026205.0,0.039306,0.080845,1195419.0,2233465.0,spmv_ampm_sd16_l1d_ddr4_2x
spmv,ddr4_2x,l1d,sd,start_degree,2,sd8,0.006301,0.009039,1.4345342009204889,3429893.0,134941.0,2028339.0,0.039343,0.080949,1193925.0,2235968.0,spmv_ampm_sd8_l1d_ddr4_2x
spmv,ddr4_2x,l2,amt,access_map_table_entries,1,amt128,0.007147,0.009039,1.2647264586539808,880751.0,237301.0,14932.0,0.26943,0.434239,624788.0,255963.0,spmv_ampm_amt128_l2_ddr4_2x
spmv,ddr4_2x,l2,amt,access_map_table_entries,2,amt512,0.007151,0.009039,1.2640190183191162,703016.0,225578.0,14243.0,0.320872,0.424008,445648.0,257368.0,spmv_ampm_amt512_l2_ddr4_2x
spmv,ddr4_2x,l2,assoc,access_map_table_assoc,1,assoc16,0.006581,0.009039,1.3734994681659323,3924643.0,361757.0,77766.0,0.092176,0.572674,3480711.0,443932.0,spmv_ampm_assoc16_l2_ddr4_2x
spmv,ddr4_2x,l2,assoc,access_map_table_assoc,2,assoc4,0.006893,0.009039,1.3113303351225882,2478374.0,262681.0,51503.0,0.105989,0.48433,2102732.0,375642.0,spmv_ampm_assoc4_l2_ddr4_2x
spmv,ddr4_2x,l2,default,default,1,default,0.006581,0.009039,1.3734994681659323,3924643.0,361757.0,77766.0,0.092176,0.572674,3480711.0,443932.0,spmv_ampm_default_l2_ddr4_2x
spmv,ddr4_2x,l2,epoch,epoch_cycles,1,epoch64k,0.006576,0.009039,1.3745437956204378,3962272.0,362476.0,77733.0,0.091482,0.573393,3517938.0,444334.0,spmv_ampm_epoch64k_l2_ddr4_2x
spmv,ddr4_2x,l2,epoch,epoch_cycles,2,epoch128k,0.006582,0.009039,1.3732907930720146,3961076.0,363067.0,78227.0,0.091659,0.57377,3515693.0,445383.0,spmv_ampm_epoch128k_l2_ddr4_2x
spmv,ddr4_2x,l2,hz,hot_zone_size,1,hz2k,0.007147,0.009039,1.2647264586539808,880751.0,237301.0,14932.0,0.26943,0.434239,624788.0,255963.0,spmv_ampm_hz2k_l2_ddr4_2x
spmv,ddr4_2x,l2,hz,hot_zone_size,2,hz512,0.007151,0.009039,1.2640190183191162,703016.0,225578.0,14243.0,0.320872,0.424008,445648.0,257368.0,spmv_ampm_hz512_l2_ddr4_2x
spmv,ddr4_2x,l2,ls,limit_stride,1,ls16,0.006571,0.009039,1.3755897123725462,4094204.0,364834.0,79813.0,0.08911,0.57567,3645029.0,449175.0,spmv_ampm_ls16_l2_ddr4_2x
spmv,ddr4_2x,l2,ls,limit_stride,2,ls8,0.006795,0.009039,1.330242825607064,2535343.0,334946.0,57366.0,0.132111,0.550657,2138870.0,396473.0,spmv_ampm_ls8_l2_ddr4_2x
spmv,ddr4_2x,l2,sd,start_degree,1,sd16,0.00658,0.009039,1.3737082066869302,3945698.0,362333.0,77855.0,0.09183,0.573262,3501100.0,444598.0,spmv_ampm_sd16_l2_ddr4_2x
spmv,ddr4_2x,l2,sd,start_degree,2,sd1,0.006581,0.009039,1.3734994681659323,3911111.0,360005.0,76928.0,0.092047,0.571581,3468447.0,442664.0,spmv_ampm_sd1_l2_ddr4_2x
