benchmark,pf_level,memory,family,config,speedup_vs_nopf,l1d_miss_rate,l2_miss_rate,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_coverage,pf_unused_ratio,pf_late,pf_late_ratio,pf_removed_full,pf_removed_full_ratio,pf_buffer_hit,pf_buffer_hit_ratio,blocked_cycles_no_mshrs,blocked_causes_no_mshrs,avg_blocked_no_mshrs,mem_avg_rdq_len,mem_avg_wrq_len,dram_bw_total,dram_bw_utilization,dram_avg_q_lat,dram_avg_mem_acc_lat,prefetcher_read_rate,prefetcher_read_bytes
matmult,l1d,ddr4_2x,IMP,s64_sth2_pt8,1.0656814449917897,0.5377782242708988,0.0050029807154641365,21277.0,2954.0,3470.0,0.13883536212811956,0.0025600759876312105,0.16308690134887438,19387.0,0.6086396885693656,51392.0,0.017795328103093234,1297053.0,0.44912600603404007,980491.0,537693.0,1.823515,,,,,,,,
matmult,l1d,ddr4_2x,Next-line,deg8,1.0510121457489878,0.5369853217191786,0.005045804415009818,25062.0,8702.0,10760.0,0.347219,0.008097,0.4293352485835129,5016.0,0.2001436437634666,8063361.0,0.9389724354117082,481184.0,0.05603352155027505,984956.0,519065.0,1.897558,,,,,,,,
matmult,l1d,ddr4_2x,Stride,deg16_dist1,1.0807660283097418,0.5359326169614503,0.005027861575470702,15634.0,3477.0,2385.0,0.2224,0.00323,0.15255212997313547,8767.0,0.5607649993603684,39317.0,0.04402932675456033,94388.0,0.10570084425844903,954706.0,524159.0,1.821405,,,,,,,,
matmult,l2,ddr4_1x,No prefetch,none,1.0,0.5425800049754687,0.005070230675081171,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,0.0
matmult,l2,ddr4_1x,IMP,s32_ipd16_addr16,1.0614107883817427,0.5420075570735013,0.0015507578179007068,5773.0,3771.0,23.0,0.65321323402044,0.6931985294117647,0.00398406374501992,2522.0,0.3815431164901664,0.0,0.0,378.0,0.05083378160301237,241.0,14.0,17.214286,9.39,57.02,501312477.0,0.024891385110058777,50297.44,67789.44,209154439.6436197,256256.0
matmult,l2,ddr4_1x,Next-line,deg32,1.0978540772532188,0.5424203729964132,0.0008335813678337733,105613.0,4711.0,285.0,0.044606,0.868067,0.0026985314307897703,99804.0,0.9449973014685692,10983.0,0.082663475433526,14807.0,0.11144478564547206,6303.0,282.0,22.351064,3.11,60.02,599565239.0,0.02976987397533581,60891.65,78383.65,304781743.51382124,355072.0
matmult,l2,ddr4_1x,Stride,deg4_dist1,1.0711892797319933,0.5416197475533475,0.001867595637697585,16110.0,3417.0,5.0,0.212104,0.766315,0.00031036623215394165,11724.0,0.7277467411545624,0.0,0.0,0.0,0.0,62.0,3.0,20.666667,1.3,56.83,516747865.0,0.02565778970730797,24523.49,42015.49,231566095.46211588,276416.0
matmult,l2,ddr4_2x,No prefetch,none,1.0,0.5435125964346933,0.004959456788703016,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,0.0
matmult,l2,ddr4_2x,IMP,s32_ipd16_addr16,1.0780730897009967,0.5420313426498343,0.0015018053222198501,6106.0,3776.0,5.0,0.61840812315755,0.700037078235076,0.0008188666885031117,2297.0,0.3575653798256538,0.0,0.0,288.0,0.04086265607264472,575.0,18.0,31.944444,,,,,,,,
matmult,l2,ddr4_2x,Next-line,deg16,1.1208981001727114,0.5421773244794644,0.0007446064713071506,69087.0,4824.0,303.0,0.069825,0.87965,0.004385774458291719,63287.0,0.9160478816564621,7858.0,0.1008211444701052,361.0,0.0046317680266871955,4269.0,241.0,17.713693,,,,,,,,
matmult,l2,ddr4_2x,Stride,deg32_dist1,1.0871021775544387,0.5415007079605451,0.001373685061105301,94102.0,3958.0,10.0,0.042061,0.774711,0.00010626766699963868,89812.0,0.954411170857155,32.0,0.00033428744541712805,1482.0,0.015481687315880743,263.0,18.0,14.611111,,,,,,,,
