benchmark,pf_level,memory,family,run,prefetcher,config,simSeconds,simTicks,simInsts,simOps,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_demand_miss_latency,l1d_demand_avg_miss_latency,l2_demand_miss_latency,l2_demand_avg_miss_latency,l1d_blocked_cycles_no_mshrs,l1d_blocked_causes_no_mshrs,l1d_avg_blocked_no_mshrs,l2_blocked_cycles_no_mshrs,l2_blocked_causes_no_mshrs,l2_avg_blocked_no_mshrs,l1d_demand_mshr_hits,l1d_demand_mshr_misses,l1d_demand_mshr_miss_rate,l1d_demand_avg_mshr_miss_latency,l2_demand_mshr_hits,l2_demand_mshr_misses,l2_demand_mshr_miss_rate,l2_demand_avg_mshr_miss_latency,mem_avg_rdq_len,mem_avg_wrq_len,mem_num_rd_retry,mem_num_wr_retry,mem_avg_read_bw_sys,mem_avg_write_bw_sys,dram_bw_read_total,dram_bw_write_total,dram_bw_total,dram_peak_bw,dram_avg_rd_bw,dram_avg_wr_bw,dram_avg_q_lat,dram_avg_bus_lat,dram_avg_mem_acc_lat,load_to_use_samples,load_to_use_mean,load_to_use_stdev,load_to_use_overflows,load_to_use_min,load_to_use_max,added_loads_and_stores,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l1d_prefetcher_accuracy,l1d_prefetcher_coverage,l1d_pf_late,l1d_pf_hit_in_cache,l1d_pf_hit_in_mshr,l1d_pf_hit_in_wb,l1d_pf_identified,l1d_pf_buffer_hit,l1d_pf_in_cache,l1d_pf_removed_demand,l1d_pf_removed_full,l1d_pf_span_page,l1d_pf_useful_span_page,l2_pf_issued,l2_pf_useful,l2_pf_unused,l2_prefetcher_accuracy,l2_prefetcher_coverage,l2_pf_late,l2_pf_hit_in_cache,l2_pf_hit_in_mshr,l2_pf_hit_in_wb,l2_pf_identified,l2_pf_buffer_hit,l2_pf_in_cache,l2_pf_removed_demand,l2_pf_removed_full,l2_pf_span_page,l2_pf_useful_span_page,l1d_prefetcher_read_bytes,l1d_prefetcher_read_rate,l1d_prefetcher_read_accesses,l1d_prefetcher_read_avg_lat,l2_prefetcher_read_bytes,l2_prefetcher_read_rate,l2_prefetcher_read_accesses,l2_prefetcher_read_avg_lat,speedup_vs_nopf,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,l1d_miss_rate,l2_miss_rate,pf_coverage,pf_late,pf_late_ratio,pf_removed_full,pf_removed_demand,pf_buffer_hit,pf_identified,pf_removed_full_ratio,pf_removed_demand_ratio,pf_buffer_hit_ratio,prefetcher_read_rate,prefetcher_read_bytes,dram_bw_utilization,source_file,nopf_simSeconds,pf_accuracy_calc,pf_coverage_calc,pf_per_demand_access,pf_hit_in_cache,pf_hit_in_mshr,pf_hit_in_wb,blocked_cycles_no_mshrs,blocked_causes_no_mshrs,avg_blocked_no_mshrs,pf_accuracy_direct,pf_coverage_direct,imp_default_simSeconds,improvement_over_stage2_best_pct,pf_coverage_l1d,speedup_vs_imp_default,speedup_vs_stage1_best,speedup_vs_stage2_best,stage,stage1_best_config,stage1_best_simSeconds,stage1_best_speedup,stage2_best_config,stage2_best_simSeconds,stage2_best_speedup_vs_nopf,label
simple_triad,l1d,ddr4_1x,Stride,simple_triad_stride_default_l1d_ddr4_1x,stride,default,0.002589,2589119289.0,3509958.0,4011166.0,7775134.0,0.451436,1959392.0,2003757.0,375383.0,375393.0,118426382739.0,60440.372697,35946761356.0,95760.227171,0.0,0.0,,0.0,0.0,,1951447.0,7945.0,0.003965,88606.459031,,375383.0,0.999973,95427.228058,10.58,60.8,0.0,0.0,9279028626.479015,3159461997.272232,9279003908.0,3159461997.0,12438465905.0,19207.0,9279.028626,3159.659748,50124.7,3332.0,67616.7,1001740.0,179.49054,153.602868,175089.0,2.0,1872.0,2004854.0,437830.0,4736.0,4.0,0.010817,0.373472,70649.0,290.0,70359.0,0.0,1441408.0,702034.0,0.0,300729.0,0.0,58596.0,42.0,,,,,,,,,,,,,,,,,23499584.0,9076284781.407768,367181.0,67798.93,,,,,1.1189648512939359,437830.0,4736.0,4.0,0.010817,9.135966014206427e-06,0.9778590916962486,0.9999733612507425,0.373472,70649.0,0.16136171573441746,0.0,300729.0,702034.0,1441408.0,0.0,0.20863558409555102,0.4870473869993784,9076284781.407768,23499584.0,0.6176001181388724,stride\stride_results_vs_nopf.csv,0.002897,0.010816983760820409,0.0024112481467602927,0.21850453922306948,290.0,70359.0,0.0,0.0,0.0,,0.010817,0.373472,,,,,,,,,,,,,,
simple_triad,l1d,ddr4_2x,IMP,simple_triad_imp_default_l1d_ddr4_2x,imp,default,0.002258,2258448291.0,3510110.0,4011354.0,6782127.0,0.517556,1853440.0,2003827.0,375371.0,375381.0,105262734644.0,56793.170884,25477616390.0,67873.161193,43089.0,1809.0,23.819237,0.0,0.0,,1706306.0,147134.0,0.073426,68491.23376,,375371.0,0.999973,67540.161193,,,,,,,,,,,,,,,,1001765.0,111.250229,121.147249,48938.0,2.0,1795.0,2004947.0,1264971.0,30551.0,,0.024152,0.171939,1036992.0,73470.0,963522.0,0.0,3373274.0,302151.0,0.0,155338.0,0.0,39574.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1536758193091232,1264971.0,30551.0,,0.024152,,0.9249501079684025,0.9999733603991677,0.171939,1036992.0,0.8197753150072216,0.0,155338.0,302151.0,3373274.0,0.0,0.0460496241929947,0.08957203002187193,,,,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.002605,0.02415154181400206,0.016216107189471713,0.6312775504072956,73470.0,963522.0,0.0,43089.0,1809.0,23.819237,0.024152,0.171939,,,,,,,stage1,,,,,,,IMP default
simple_triad,l1d,ddr4_2x,Next-line,simple_triad_nextline_default_l1d_ddr4_2x,nextline,default,0.002014,2014106877.0,3510110.0,4011355.0,6048369.0,0.580343,1944026.0,2003809.0,375452.0,375462.0,85154654772.0,43803.248913,25943667750.0,69099.825677,102.0,1.0,102.0,0.0,0.0,,1938056.0,5970.0,0.002979,69554.161809,,375452.0,0.999973,68766.825677,,,,,,,,,,,,,,,,1001762.0,125.776615,124.567203,67547.0,2.0,1833.0,2004927.0,1329662.0,9858.0,30.0,0.007414,0.62282,960434.0,32805.0,927629.0,0.0,3814593.0,1759598.0,0.0,152644.0,0.0,93177.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,1.2934458788480636,1329662.0,9858.0,30.0,0.007414,2.2562124810666168e-05,0.9701653201477786,0.9999733661462412,0.62282,960434.0,0.7223143926802451,0.0,152644.0,1759598.0,3814593.0,0.0,0.04001580247224278,0.4612806661156249,,,,nextline\nextline_results_vs_nopf.csv,0.002605,0.007413914212784903,0.00504533534232329,0.6635672361986596,32805.0,927629.0,0.0,102.0,1.0,102.0,0.007414,0.62282,,,,,,,,,,,,,,
simple_triad,l1d,ddr4_2x,Stride,simple_triad_stride_default_l1d_ddr4_2x,stride,default,0.001925,1924819920.0,3510082.0,4011326.0,5780240.0,0.607259,1856326.0,2003816.0,375386.0,375396.0,74312507439.0,40032.035019,26181360246.0,69745.169628,194.0,8.0,24.25,0.0,0.0,,1847639.0,8687.0,0.004335,70810.895591,,375386.0,0.999973,69412.170515,,,,,,,,,,,,,,,,1001760.0,108.918524,124.025654,62398.0,2.0,1803.0,2004942.0,578726.0,25248.0,4.0,0.043627,0.744011,212283.0,28640.0,183643.0,0.0,1441409.0,617388.0,0.0,228028.0,0.0,58591.0,3259.0,,,,,,,,,,,,,,,,,,,,,,,,,1.3532467532467534,578726.0,25248.0,4.0,0.043627,6.911733704723824e-06,0.92639543750524,0.9999733614636277,0.744011,212283.0,0.3668108915099719,0.0,228028.0,617388.0,1441409.0,0.0,0.15819798544340988,0.42832256493472703,,,,stride\stride_results_vs_nopf.csv,0.002605,0.04362686314421678,0.013418552764866011,0.2888119468054951,28640.0,183643.0,0.0,194.0,8.0,24.25,0.043627,0.744011,,,,,,,,,,,,,,
simple_triad,l2,ddr4_1x,IMP,simple_triad_imp_default_l2_ddr4_1x,imp,default,0.002935,2934652077.0,3509969.0,4011178.0,8812770.0,0.398284,1883835.0,2003757.0,197167.0,375053.0,82761122700.0,43932.256647,14911671143.0,75629.649703,0.0,0.0,,148050.0,2262.0,65.450928,1508727.0,375108.0,0.187202,42606.948207,127042.0,70125.0,0.186974,117919.476934,13.12,61.17,0.0,0.0,8185687219.371184,2787481372.7024307,8185665411.0,2787481373.0,10973146784.0,19207.0,8185.687219,2787.459564,65422.18,3332.0,82914.18,1001743.0,105.638144,166.1993,126781.0,2.0,2014.0,2004857.0,,,,,,,,,,,,,,,,,640534.0,177876.0,16.0,0.2777,0.717239,335230.0,113996.0,221234.0,0.0,730287.0,65339.0,0.0,19120.0,0.0,56885.0,0.0,,,,,19532672.0,6655873162.30264,305198.0,81129.65,0.987052810902896,640534.0,177876.0,16.0,0.2777,2.4979158015031208e-05,0.9401514255471097,0.5257043671161142,0.717239,335230.0,0.523360196336182,0.0,19120.0,65339.0,730287.0,0.0,0.026181487552154152,0.08947030414070085,6655873162.30264,19532672.0,0.5448434559304753,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.002897,0.2776995444426057,0.4742816157080655,1.7078492906335905,113996.0,221234.0,0.0,148050.0,2262.0,65.450928,0.2777,0.717239,,,,,,,stage1,,,,,,,IMP default
simple_triad,l2,ddr4_1x,Next-line,simple_triad_nextline_default_l2_ddr4_1x,nextline,default,0.002611,2610775944.0,3509913.0,4011121.0,7840169.0,0.447686,1989866.0,2003797.0,363890.0,375378.0,119709535302.0,60159.596326,24662491155.0,67774.577908,0.0,0.0,,0.0,0.0,,1614758.0,375108.0,0.187199,66603.850147,357869.0,6021.0,0.01604,130871.710015,13.81,59.74,0.0,0.0,9206299014.374556,3133940321.000598,9206274501.0,3133940321.0,12340214822.0,19207.0,9206.299014,3133.915807,63797.49,3332.0,81289.49,1001736.0,174.652175,157.874556,158938.0,2.0,1908.0,2004986.0,,,,,,,,,,,,,,,,,733123.0,11478.0,37.0,0.015656,0.655923,363578.0,3677.0,359901.0,0.0,733139.0,3.0,0.0,7.0,0.0,17597.0,883.0,,,,,23650112.0,9058652487.721865,369533.0,80925.27,1.1095365760245115,733123.0,11478.0,37.0,0.015656,5.046902088735451e-05,0.9930476989435557,0.9693961819818956,0.655923,363578.0,0.4959304236806102,0.0,7.0,3.0,733139.0,0.0,9.547984761416321e-06,4.091993469178423e-06,9058652487.721865,23650112.0,0.6127217126400335,nextline\nextline_results_vs_nopf.csv,0.002897,0.015656308695812297,0.030577992796402463,1.953026016442093,3677.0,359901.0,0.0,0.0,0.0,,0.015656,0.655923,,,,,,,,,,,,,,
simple_triad,l2,ddr4_1x,Stride,simple_triad_stride_default_l2_ddr4_1x,stride,default,0.00245,2449743804.0,3509911.0,4011119.0,7356589.0,0.477114,1973109.0,2003754.0,351127.0,375374.0,104829949449.0,53129.325065,21438188019.0,61055.367485,0.0,0.0,,0.0,0.0,,1598001.0,375108.0,0.187203,58137.246937,344896.0,6231.0,0.016599,147492.171883,14.68,74.1,0.0,0.0,9806765899.672012,3339189994.742813,9806739774.0,3339189995.0,13145929769.0,19207.0,9806.7659,3339.320621,70673.03,3332.0,88165.03,1001734.0,150.103896,154.875649,130847.0,2.0,1920.0,2004871.0,,,,,,,,,,,,,,,,,1026933.0,24237.0,4.0,0.023601,0.79549,657788.0,13314.0,644474.0,0.0,1441390.0,330511.0,0.0,81661.0,0.0,58594.0,2023.0,,,,,23625216.0,9643953772.400274,369144.0,87622.78,1.1824489795918367,1026933.0,24237.0,4.0,0.023601,3.895093448160688e-06,0.9847062064504924,0.9354057553266876,0.79549,657788.0,0.6405364322696807,0.0,81661.0,330511.0,1441390.0,0.0,0.05665434060178023,0.22930018940050922,9643953772.400274,23625216.0,0.6527274215637865,stride\stride_results_vs_nopf.csv,0.002897,0.02360134497576765,0.06456932470881598,2.735759535822939,13314.0,644474.0,0.0,0.0,0.0,,0.023601,0.79549,,,,,,,,,,,,,,
simple_triad,l2,ddr4_2x,IMP,simple_triad_imp_default_l2_ddr4_2x,imp,default,0.002264,2263657743.0,3510112.0,4011356.0,6797771.0,0.516365,1884743.0,2003834.0,176440.0,374975.0,58110333831.0,30831.966921,10201324777.0,57817.528775,0.0,0.0,,90845.0,2196.0,41.368397,1509635.0,375108.0,0.187195,30261.949814,98023.0,78417.0,0.209126,81395.723682,,,,,,,,,,,,,,,,1001767.0,75.725842,124.080687,44396.0,2.0,1898.0,2004989.0,,,,,,,,,,,,,,,,,599360.0,198525.0,48.0,0.331228,0.716847,302278.0,130416.0,171862.0,0.0,646201.0,33382.0,0.0,9992.0,0.0,58051.0,0.0,,,,,,,,,1.150618374558304,599360.0,198525.0,48.0,0.331228,8.00854244527496e-05,0.9405684303190783,0.47053803586905796,0.716847,302278.0,0.5043346235985051,0.0,9992.0,33382.0,646201.0,0.0,0.015462681116247112,0.05165884918160139,,,,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.002605,0.33122831019754406,0.5294494152787593,1.5983998933262218,130416.0,171862.0,0.0,90845.0,2196.0,41.368397,0.331228,0.716847,,,,,,,stage1,,,,,,,IMP default
simple_triad,l2,ddr4_2x,Next-line,simple_triad_nextline_default_l2_ddr4_2x,nextline,default,0.001959,1959117921.0,3510105.0,4011349.0,5883237.0,0.596631,1988355.0,2003876.0,366287.0,375378.0,79643078865.0,40054.758262,15838211934.0,43239.896404,0.0,0.0,,0.0,0.0,,1613247.0,375108.0,0.187191,43103.516875,360265.0,6022.0,0.016042,84446.355862,,,,,,,,,,,,,,,,1001765.0,115.04587,123.556721,65447.0,2.0,1764.0,2005063.0,,,,,,,,,,,,,,,,,733126.0,9081.0,37.0,0.012387,0.601271,363582.0,6276.0,357306.0,0.0,733139.0,2.0,0.0,6.0,0.0,17597.0,260.0,,,,,,,,,1.3297600816743238,733126.0,9081.0,37.0,0.012387,5.046881436478859e-05,0.9922545107581507,0.9757817453340366,0.601271,363582.0,0.4959338503886099,0.0,6.0,2.0,733139.0,0.0,8.183986938356846e-06,2.727995646118949e-06,,,,nextline\nextline_results_vs_nopf.csv,0.002605,0.01238668387153095,0.024192259329511308,1.9530340083862134,6276.0,357306.0,0.0,0.0,0.0,,0.012387,0.601271,,,,,,,,,,,,,,
simple_triad,l2,ddr4_2x,Stride,simple_triad_stride_default_l2_ddr4_2x,stride,default,0.001774,1774268289.0,3510133.0,4011378.0,5328133.0,0.658796,1952128.0,2003828.0,321074.0,375377.0,64163816955.0,32868.652545,12358659636.0,38491.62385,0.0,0.0,,0.0,0.0,,1577020.0,375108.0,0.187196,34353.481757,314840.0,6234.0,0.016607,85712.03128,,,,,,,,,,,,,,,,1001767.0,88.63728,115.574132,43617.0,2.0,1748.0,2004985.0,,,,,,,,,,,,,,,,,1221010.0,54293.0,4.0,0.044466,0.897005,851865.0,83505.0,768360.0,0.0,1441390.0,165171.0,0.0,50681.0,0.0,58594.0,6899.0,,,,,,,,,1.4684329199549042,1221010.0,54293.0,4.0,0.044466,3.275976445729355e-06,0.9741993823821207,0.8553374340995852,0.897005,851865.0,0.6976724187353093,0.0,50681.0,165171.0,1441390.0,0.0,0.0351611985652738,0.1145914707331118,,,,stride\stride_results_vs_nopf.csv,0.002605,0.04446564729199597,0.14463977920275356,3.2527565620695995,83505.0,768360.0,0.0,0.0,0.0,,0.044466,0.897005,,,,,,,,,,,,,,
spmv,l1d,ddr4_1x,IMP,spmv_imp_default_l1d_ddr4_1x,imp,default,0.006737,6736709880.0,11279576.0,11329125.0,20230360.0,0.558743,2478349.0,4827081.0,600137.0,2941675.0,74958658641.0,30245.400725,44086177947.0,73460.189835,434929.0,189257.0,2.298087,0.0,0.0,,923418.0,1554931.0,0.322127,18022.562699,,600137.0,0.204012,73127.19039,6.09,57.33,0.0,0.0,5701413402.709869,15827310.64559366,5701403903.0,15827311.0,5717231213.0,19207.0,5701.346901,15.333301,28312.86,3332.0,45804.86,4767008.0,49.525255,94.672619,91845.0,2.0,1739.0,4862291.0,2273967.0,139823.0,1215352.0,0.061489,0.082503,887408.0,198707.0,688420.0,281.0,5192833.0,129106.0,0.0,263030.0,3636.0,4687267.0,0.0,,,,,,,,,,,,,,,,,20753408.0,3080644464.3865232,324272.0,50551.45,,,,,1.573252189401811,2273967.0,139823.0,1215352.0,0.061489,0.5344633409367858,0.5134260228904384,0.20401199996600577,0.082503,887408.0,0.39024664825830807,3636.0,263030.0,129106.0,5192833.0,0.000700195827595457,0.050652505096928785,0.024862343926715918,3080644464.3865232,20753408.0,0.283874450397993,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.010599,0.061488579209812634,0.053404818323624266,0.4710853205073625,198707.0,688420.0,281.0,434929.0,189257.0,2.298087,0.061489,0.082503,,,,,,,stage1,,,,,,,IMP default
spmv,l1d,ddr4_1x,Next-line,spmv_nextline_default_l1d_ddr4_1x,nextline,default,0.00726,7259505228.0,11279581.0,11329130.0,21800316.0,0.518505,2144674.0,4826869.0,683515.0,4381005.0,48590795565.0,22656.49491,65817592057.0,96292.8276,608079.0,287920.0,2.111972,0.0,0.0,,635263.0,1509411.0,0.31271,16939.198266,,683515.0,0.156018,95959.828087,7.95,57.65,0.0,0.0,6025887250.728211,14678686.30895075,6025878435.0,14678686.0,6040557121.0,19207.0,6025.834355,14.140909,50881.63,3332.0,68373.63,4767008.0,33.343914,78.078537,67470.0,2.0,1773.0,4866826.0,3343565.0,160232.0,2631536.0,0.047923,0.095968,472154.0,110271.0,361421.0,462.0,4505825.0,731825.0,0.0,57034.0,221559.0,103993.0,8038.0,,,,,,,,,,,,,,,,,32131008.0,4426060315.525404,502047.0,71172.23,,,,,1.459917355371901,3343565.0,160232.0,2631536.0,0.047923,0.7870449654784638,0.4443199100700682,0.15601785435077112,0.095968,472154.0,0.1412127474716358,221559.0,57034.0,731825.0,4505825.0,0.049171683321034436,0.012657837354979388,0.16241753729894082,4426060315.525404,32131008.0,0.2999283689843589,nextline\nextline_results_vs_nopf.csv,0.010599,0.04792250188047787,0.06951780246135851,0.6926985174033106,110271.0,361421.0,462.0,608079.0,287920.0,2.111972,0.047923,0.095968,,,,,,,,,,,,,,
spmv,l1d,ddr4_1x,Stride,spmv_stride_default_l1d_ddr4_1x,stride,default,0.007286,7285640733.0,11279576.0,11329125.0,21878801.0,0.516645,1563056.0,4827674.0,525843.0,1701325.0,37113211971.0,23744.006594,48611717706.0,92445.307261,56446.0,19833.0,2.846065,0.0,0.0,,67212.0,1495844.0,0.309848,22299.005852,,525843.0,0.309079,92112.307894,6.43,57.45,0.0,0.0,4619216515.517414,14617245.60718879,4619207731.0,14617246.0,4633824977.0,19207.0,4619.172594,14.081397,47268.58,3332.0,64760.58,4767008.0,25.368947,75.969926,60649.0,2.0,1789.0,4862195.0,767106.0,190795.0,11825.0,0.248721,0.113121,561810.0,388976.0,172834.0,0.0,767360.0,199.0,0.0,52.0,0.0,31160.0,30680.0,,,,,,,,,,,,,,,,,12577472.0,1726337114.4600744,196523.0,77711.01,,,,,1.4547076585231953,767106.0,190795.0,11825.0,0.248721,0.015415079532685182,0.32376999772561277,0.30907851233597344,0.113121,561810.0,0.7323759689012992,0.0,52.0,199.0,767360.0,0.0,6.776480400333611e-05,0.00025933069224353626,1726337114.4600744,12577472.0,0.23008069283525184,stride\stride_results_vs_nopf.csv,0.010599,0.24872051580876697,0.10878632221323248,0.15889763890436678,388976.0,172834.0,0.0,56446.0,19833.0,2.846065,0.248721,0.113121,,,,,,,,,,,,,,
spmv,l1d,ddr4_2x,IMP,spmv_imp_default_l1d_ddr4_2x,imp,default,0.006318,6317934408.0,11279576.0,11329125.0,18972776.0,0.595778,2462403.0,4827165.0,600559.0,2948135.0,69547314069.0,28243.676632,39010466654.0,64956.92622,384884.0,167567.0,2.296896,0.0,0.0,,907334.0,1555069.0,0.32215,16854.769853,,600559.0,0.203708,64623.926775,,,,,,,,,,,,,,,,4767008.0,46.025052,86.542477,58687.0,2.0,1620.0,4862969.0,2267381.0,140288.0,1221724.0,0.061872,0.082748,874497.0,197064.0,677154.0,279.0,5135890.0,125479.0,0.0,258235.0,2883.0,4682078.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.431940487496043,2267381.0,140288.0,1221724.0,0.061872,0.538826072900849,0.510113700277492,0.20370810698967312,0.082748,874497.0,0.38568595220653257,2883.0,258235.0,125479.0,5135890.0,0.0005613437982511307,0.050280477190905566,0.024431792736993977,,,,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.009047,0.061872265843279095,0.053901135401782235,0.4697127610098267,197064.0,677154.0,279.0,384884.0,167567.0,2.296896,0.061872,0.082748,,,,,,,stage1,,,,,,,IMP default
spmv,l1d,ddr4_2x,Next-line,spmv_nextline_default_l1d_ddr4_2x,nextline,default,0.006523,6523019118.0,11279581.0,11329130.0,19588646.0,0.577047,2179934.0,4827180.0,684252.0,4379038.0,44190086013.0,20271.295375,55390602177.0,80950.588638,524996.0,271441.0,1.934107,0.0,0.0,,670486.0,1509448.0,0.312698,15286.817816,,684252.0,0.156256,80617.589125,,,,,,,,,,,,,,,,4767008.0,30.481787,66.980139,35312.0,2.0,1684.0,4867179.0,3318157.0,156948.0,2629710.0,0.0473,0.094184,448749.0,123880.0,324396.0,473.0,4562033.0,807435.0,0.0,58692.0,225172.0,111739.0,7284.0,,,,,,,,,,,,,,,,,,,,,,,,,1.3869385252184576,3318157.0,156948.0,2629710.0,0.0473,0.7925212700905955,0.4515957557000153,0.1562562371004773,0.094184,448749.0,0.13524043618189255,225172.0,58692.0,807435.0,4562033.0,0.04935781920034336,0.012865316844485782,0.17699017082954024,,,,nextline\nextline_results_vs_nopf.csv,0.009047,0.04729975103649405,0.06716128585011995,0.6873903604174694,123880.0,324396.0,473.0,524996.0,271441.0,1.934107,0.0473,0.094184,,,,,,,,,,,,,,
spmv,l1d,ddr4_2x,Stride,spmv_stride_default_l1d_ddr4_2x,stride,default,0.006832,6832205289.0,11279576.0,11329125.0,20517133.0,0.550933,1562836.0,4828188.0,525878.0,1701436.0,33126466041.0,21196.380197,42971917066.0,81714.61264,45300.0,17332.0,2.613663,0.0,0.0,,66880.0,1495956.0,0.309838,19692.137519,,525878.0,0.309079,81381.613273,,,,,,,,,,,,,,,,4767008.0,22.841752,68.118699,50492.0,2.0,1666.0,4862641.0,767345.0,190826.0,11834.0,0.248683,0.11313,562047.0,394125.0,167922.0,0.0,767416.0,61.0,0.0,7.0,0.0,31160.0,30680.0,,,,,,,,,,,,,,,,,,,,,,,,,1.324209601873536,767345.0,190826.0,11834.0,0.248683,0.01542200705028377,0.3236899640196281,0.3090789192188246,0.11313,562047.0,0.7324567176433026,0.0,7.0,61.0,767416.0,0.0,9.121519488777925e-06,7.94875269736362e-05,,,,stride\stride_results_vs_nopf.csv,0.009047,0.24868344747147633,0.10881572389662318,0.15893022392665737,394125.0,167922.0,0.0,45300.0,17332.0,2.613663,0.248683,0.11313,,,,,,,,,,,,,,
spmv,l2,ddr4_1x,IMP,spmv_imp_default_l2_ddr4_1x,imp,default,0.006899,6898882212.0,11279576.0,11329125.0,20717364.0,0.545609,2767669.0,4826959.0,386713.0,1686824.0,82312615323.0,29740.772948,25511205660.0,65969.351069,148441.0,34354.0,4.320923,7403.0,480.0,15.422917,1081030.0,1686639.0,0.349421,19712.030241,2786.0,383927.0,0.227603,65925.187012,5.63,57.26,0.0,0.0,5007169413.606448,15436703.61769035,5007160137.0,15436704.0,5022596840.0,19207.0,5007.123029,14.842984,25812.25,3332.0,43304.25,4767008.0,53.506138,100.02579,80968.0,2.0,1689.0,4861171.0,,,,,,,,,,,,,,,,,300575.0,147910.0,5099.0,0.49209,0.278112,144754.0,131897.0,12853.0,4.0,301653.0,135.0,0.0,94.0,123.0,1244051.0,0.0,,,,,9972160.0,1445474744.1048207,155815.0,54447.52,1.5363096100884188,300575.0,147910.0,5099.0,0.49209,0.016964152041919655,0.573377358291214,0.22925509715299283,0.278112,144754.0,0.48159028528653414,123.0,94.0,135.0,301653.0,0.00040775327943033885,0.00031161632736952723,0.00044753408717964016,1445474744.1048207,9972160.0,0.2493841624392769,imp\imp_all_stages_including_stage3_vs_nopf.csv,0.010599,0.4920901605256591,0.2766622461061346,0.1781899000725624,131897.0,12853.0,4.0,7403.0,480.0,15.422917,0.49209,0.278112,,,,,,,stage1,,,,,,,IMP default
spmv,l2,ddr4_1x,Next-line,spmv_nextline_default_l2_ddr4_1x,nextline,default,0.007657,7657217784.0,11279576.0,11329125.0,22994648.0,0.491574,2202889.0,4827683.0,300176.0,1687151.0,39744938943.0,18042.188664,25874038593.0,86196.226857,19854.0,3582.0,5.542714,13349.0,903.0,14.782946,515925.0,1686964.0,0.349436,19488.354191,24219.0,275957.0,0.163564,91151.218784,7.69,57.47,0.0,0.0,5283949489.401123,13907923.6093463,5283941131.0,13907924.0,5297849055.0,19207.0,5283.907699,13.38972,50127.76,3332.0,67619.76,4767008.0,26.835726,76.754092,76737.0,2.0,1785.0,4862746.0,,,,,,,,,,,,,,,,,1151090.0,290540.0,41283.0,0.252404,0.512871,794847.0,654908.0,139906.0,33.0,1153468.0,113.0,0.0,616.0,1316.0,27964.0,14285.0,,,,,22794944.0,2976922511.93779,356171.0,70458.06,1.3842235862609378,1151090.0,290540.0,41283.0,0.252404,0.03586426778097282,0.456303572541942,0.17791887033229392,0.512871,794847.0,0.6905168144975632,1316.0,616.0,113.0,1153468.0,0.001140907246668308,0.0005340416899298463,9.796543987349454e-05,2976922511.93779,22794944.0,0.26305110511535496,nextline\nextline_results_vs_nopf.csv,0.010599,0.2524042429349573,0.49184379634206626,0.68226851064309,654908.0,139906.0,33.0,13349.0,903.0,14.782946,0.252404,0.512871,,,,,,,,,,,,,,
spmv,l2,ddr4_1x,Stride,spmv_stride_default_l2_ddr4_1x,stride,default,0.007519,7519283190.0,11279581.0,11329130.0,22580430.0,0.500592,2149686.0,4827699.0,331560.0,1687027.0,41220077661.0,19174.929576,28581394661.0,86202.782787,20647.0,3060.0,6.747386,193.0,6.0,32.166667,462849.0,1686837.0,0.349408,20945.883533,1991.0,329569.0,0.195355,86205.590341,6.33,57.4,0.0,0.0,4478111962.158989,14163052.15657132,4478103451.0,14163052.0,4492266503.0,19207.0,4478.069405,13.652365,48121.98,3332.0,65613.98,4767008.0,27.776219,78.672042,69453.0,2.0,1817.0,4862301.0,,,,,,,,,,,,,,,,,767312.0,194332.0,225.0,0.253263,0.370933,570753.0,420829.0,149924.0,0.0,767312.0,0.0,0.0,0.0,0.0,31160.0,31142.0,,,,,12579776.0,1673002024.5453742,196559.0,76641.84,1.4096289400186197,767312.0,194332.0,225.0,0.253263,0.0002932314364951936,0.44528169631122405,0.1965350880572747,0.370933,570753.0,0.7438343203286277,0.0,0.0,0.0,767312.0,0.0,0.0,0.0,1673002024.5453742,12579776.0,0.22305196992571563,stride\stride_results_vs_nopf.csv,0.010599,0.2532633400754843,0.36952834422276815,0.4548308948226673,420829.0,149924.0,0.0,193.0,6.0,32.166667,0.253263,0.370933,,,,,,,,,,,,,,
